author,title,pub,bibcode,year,keyword,abstract,topic
"Allen, Steven W., Evrard, August E., Mantz, Adam B.",Cosmological Parameters from Observations of Galaxy Clusters,Annual Review of Astronomy and Astrophysics,2011ARA&A..49..409A,2011,Astrophysics - Cosmology and Extragalactic Astrophysics,"Studies of galaxy clusters have proved crucial in helping to establish the standard model of cosmology, with a Universe dominated by dark matter and dark energy. A theoretical basis that describes clusters as massive, multicomponent, quasi-equilibrium systems is growing in its capability to interpret multiwavelength observations of expanding scope and sensitivity. We review current cosmological results, including contributions to fundamental physics, obtained from observations of galaxy clusters. These results are consistent with and complementary to those from other methods. We highlight several areas of opportunity for the next few years, and emphasize the need for accurate modeling of survey selection and sources of systematic error. Capitalizing on these opportunities will require a multiwavelength approach and the application of rigorous statistical frameworks, utilizing the combined strengths of observers, simulators, and theorists.",cosmology
"Di Valentino, Eleonora, Said, Jackson Levi, Riess, Adam, Pollo, Agnieszka, Poulin, Vivian, Gómez-Valent, Adrià, Weltman, Amanda, Palmese, Antonella, Huang, Caroline D., van de Bruck, Carsten, Saraf, Chandra Shekhar, Kuo, Cheng-Yu, Uhlemann, Cora, Grandón, Daniela, Paz, Dante, Eckert, Dominique, Teixeira, Elsa M., Saridakis, Emmanuel N., Colgáin, Eoin Ó., Beutler, Florian, Niedermann, Florian, Bajardi, Francesco, Barenboim, Gabriela, Gubitosi, Giulia, Musella, Ilaria, Banik, Indranil, Szapudi, Istvan, Singal, Jack, Cases, Jaume Haro, Chluba, Jens, Torrado, Jesús, Mifsud, Jurgen, Jedamzik, Karsten, Said, Khaled, Dialektopoulos, Konstantinos, Herold, Laura, Perivolaropoulos, Leandros, Zu, Lei, Galbany, Lluís, Breuval, Louise, Visinelli, Luca, Escamilla, Luis A., Anchordoqui, Luis A., Sheikh-Jabbari, M. M., Lembo, Margherita, Dainotti, Maria Giovanna, Vincenzi, Maria, Asgari, Marika, Gerbino, Martina, Forconi, Matteo, Cantiello, Michele, Moresco, Michele, Benetti, Micol, Schöneberg, Nils, Akarsu, Özgür, Nunes, Rafael C., Bernardo, Reginald Christian, Chávez, Ricardo, Anderson, Richard I., Watkins, Richard, Capozziello, Salvatore, Li, Siyang, Vagnozzi, Sunny, Pan, Supriya, Treu, Tommaso, Irsic, Vid, Handley, Will, Giarè, William, Murakami, Yukei, Banihashemi, Abdolali, Poudou, Adèle, Heavens, Alan, Kogut, Alan, Domi, Alba, Lenart, Aleksander Łukasz, Melchiorri, Alessandro, Vadalà, Alessandro, Amon, Alexandra, Rivera, Alexander Bonilla, Reeves, Alexander, Zhuk, Alexander, Bonanno, Alfio, Övgün, Ali, Pisani, Alice, Talebian, Alireza, Abebe, Amare, Aboubrahim, Amin, González Morán, Ana Luisa, Kovács, András, Lymperis, Andreas, Papatriantafyllou, Andreas, Liddle, Andrew R., Paliathanasis, Andronikos, Borowiec, Andrzej, Yadav, Anil Kumar, Yadav, Anita, Sen, Anjan Ananda, William, Anjitha John, Davis, Anne Christine, Shajib, Anowar J., Walters, Anthony, Lonappan, Anto Idicherian, Chudaykin, Anton, Capodagli, Antonio, da Silva, Antonio, De Felice, Antonio, Racioppi, Antonio, Oficial, Araceli Soler, Montiel, Ariadna, Favale, Arianna, Bernui, Armando, Velasco, Arrianne Crystal, Heinesen, Asta, Bakopoulos, Athanasios, Chatzistavrakidis, Athanasios, Khanpour, Bahman, Sathyaprakash, Bangalore S., Zgirski, Bartek, L'Huillier, Benjamin, Famaey, Benoit, Jain, Bhuvnesh, Zhang, Bing, Karmakar, Biswajit, Dragovich, Branko, Thomas, Brooks, Correa, Carlos, Boiza, Carlos G., Marques, Catarina, Escamilla-Rivera, Celia, Tzerefos, Charalampos, Zhang, Chi, De Leo, Chiara, Pfeifer, Christian, Lee, Christine, Venter, Christo, Gomes, Cláudio, Roque De bom, Clecio, Moreno-Pulido, Cristian, Iosifidis, Damianos, Grin, Dan, Blixt, Daniel, Scolnic, Dan, Oriti, Daniele, Dobrycheva, Daria, Bettoni, Dario, Benisty, David, Fernández-Arenas, David, Wiltshire, David L., Sanchez Cid, David, Tamayo, David, Valls-Gabaud, David, Pedrotti, Davide, Wang, Deng, Staicova, Denitsa, Totolou, Despoina, Rubiera-Garcia, Diego, Milaković, Dinko, Pesce, Dominic W., Sluse, Dominique, Borka, Duško, Yusofi, Ebrahim, Giusarma, Elena, Terlevich, Elena, Tomasetti, Elena, Vagenas, Elias C., Fazzari, Elisa, Ferreira, Elisa G. M., Barakovic, Elvis, Dimastrogiovanni, Emanuela, Holm, Emil Brinch, Mottola, Emil, Özülker, Emre, Specogna, Enrico, Brocato, Enzo, Jensko, Erik, Enriquez, Erika Antonette, Bhatia, Esha, Bresolin, Fabio, Avila, Felipe, Bouchè, Filippo, Bombacigno, Flavio, Anagnostopoulos, Fotios K., Pace, Francesco, Sorrenti, Francesco, Lobo, Francisco S. N., Courbin, Frédéric, Hansen, Frode K., Sloan, Greg, Farrugia, Gabriel, Lynch, Gabriel, Garcia-Arroyo, Gabriela, Raimondo, Gabriella, Lambiase, Gaetano, Anand, Gagandeep S., Poulot, Gaspard, Leon, Genly, Kouniatalis, Gerasimos, Nardini, Germano, Csörnyei, Géza, Galloni, Giacomo, Bargiacchi, Giada, Papagiannopoulos, Giannis, Montani, Giovanni, Otalora, Giovanni, De Somma, Giulia, Fiorentino, Giuliana, Fanizza, Giuseppe, Luciano, Giuseppe Gaetano, Sarracino, Giuseppe, Olmo, Gonzalo J., Djordjević, Goran S., Cañas-Herrera, Guadalupe, Cheng, Hanyu, Desmond, Harry, Abdalla, Hassan, Chen, Houzun, Chiang, Hsu-Wen, Feldman, Hume A., Gohar, Hussain, Ben-Dayan, Ido, Sevilla-Noarbe, Ignacio, Antoniadis, Ignatios, Cimdiker, Ilim, Albuquerque, Inês S., Gialamas, Ioannis D., Saltas, Ippocratis, Vavilova, Iryna, Gómez-Vargas, Isidro, Ayuso, Ismael, Zeynalabdi, Ismailov Nariman, De Martino, Ivan, Zavala, Ivonne, Vázquez, J. Alberto, Asorey, Jacobo, Gluza, Janusz, Rubio, Javier, Sorce, Jenny G., Wagner, Jenny, Sakstein, Jeremy, Santiago, Jessica, Braatz, Jim, Peracaula, Joan Solà, Blakeslee, John, Webb, John, Cembranos, Jose A. R., Mimoso, José Pedro, Jensen, Joseph, García-Bellido, Juan, Prat, Judit, Sammut, Kathleen, Lehnert, Kay, Dienes, Keith R., Deka, Kishan, Kuijken, Konrad, Naidoo, Krishna, Gergely, László Árpád, Järv, Laur, Mersini-Houghton, Laura, Graef, Leila L., Vacher, Léo, Pogosian, Levon, Anguelova, Lilia, Hamolli, Lindita, Yin, Lu, Caloni, Luca, Izzo, Luca, Macri, Lucas, Padilla, Luis E., García, Luz Ángela, Bilicki, Maciej, Najafi, Mahdi, Plionis, Manolis, Gonzalez-Espinoza, Manuel, Hohmann, Manuel, van der Westhuizen, Marcel A., Marconi, Marcella, Postolak, Marcin, de Cesare, Marco, Regis, Marco, Biesiada, Marek, Einasto, Maret, Saal, Margus, Caruana, Maria, Petronikolou, Maria, Bouhmadi-López, Mariam, Melo, Mariana, De Angelis, Mariaveronica, Célérier, Marie-Noëlle, Cortês, Marina, Reid, Mark, Rau, Markus Michael, Sloth, Martin S., Raidal, Martti, Takada, Masahiro, Reyhani, Masoume, Romanello, Massimiliano, Marengo, Massimo, Garny, Mathias, Leizerovich, Matías, Martinelli, Matteo, Tagliazucchi, Matteo, Demirci, Mehmet, Pinto, Miguel A. S., Sabogal, Miguel A., García-Aspeitia, Miguel A., Milošević, Milan, Ghodsi, Mina, Ishak, Mustapha, Nunes, Nelson J., Samaras, Nick, Hamaus, Nico, Schuster, Nico, Borghi, Nicola, Deiosso, Nicola, Tamanini, Nicola, Fornengo, Nicolao, Katırcı, Nihan, Mavromatos, Nikolaos E., Petropoulos, Nicholas, Šarčević, Nikolina, Nilsson, Nils A., Khosravi, Nima, Frusciante, Noemi, Postavaru, Octavian, Trivedi, Oem, Sokoliuk, Oleksii, Mena, Olga, Morilla, Paloma, Campeti, Paolo, Salucci, Paolo, Boubel, Paula, Bielewicz, Paweł, Heinämäki, Pekka, Suman, Petar, Asimakis, Petros, Ntelis, Pierros, Nath, Pran, Jovanović, Predrag, Mukherjee, Purba, Wojtak, Radosław, Gsponer, Rafaela, Dejrah, Rafid H., Shah, Rahul, Hajjar, Rasmi, Briffa, Rebecca, Habas, Rebecca, Pantig, Reggie C., Mendoza, Renier, Monica, Riccardo Della, Stiskalek, Richard, Roshan, Rishav, Neves, Rita B., Molinaro, Roberto, Terlevich, Roberto, D'Agostino, Rocco, Sandoval-Orozco, Rodrigo, Batista, Ronaldo C., Ruchika, Lazkoz, Ruth, Rastgoo, Saeed, Mohammadi, Sahar, Sirletti, Salvatore Samuele, Haridasu, Sandeep, Mandal, Sanjay, Das, Saurya, Bahamonde, Sebastian, Grandis, Sebastian, Trojanowski, Sebastian, Odintsov, Sergei D., Mazurenko, Sergij, Joudaki, Shahab, Suyu, Sherry H., Choudhury, Shouvik Roy, Bhatporia, Shruti, Li, Shun-Sheng, Bird, Simeon, Birrer, Simon, Paradiso, Simone, Santos da Costa, Simony, Contarini, Sofia, Henrot-Versillé, Sophie, Basilakos, Spyros, Casertano, Stefano, Gariazzo, Stefano, Tsilioukas, Stylianos A., Kalita, Surajit, Kumar, Suresh, Landau, Susana J., Castello, Sveva, Panda, Swayamtrupta, Petrushevska, Tanja, Karakasis, Thanasis, Brinckmann, Thejs, Gonçalves, Tiago B., Schiavone, Tiziano, Abel, Tom, Koivisto, Tomi, Bringmann, Torsten, Demirbozan, Umut, Kumar, Utkarsh, Marra, Valerio, van Putten, Maurice H. P. M., Kalaitzidis, Vasileios, Mitsou, Vasiliki A., Zarikas, Vasilios, Pasic, Vedad, Keus, Venus, Motta, Verónica, Jovanović, Vesna Borka, Cárdenas, Víctor H., Ripepi, Vincenzo, Salzano, Vincenzo, Impellizzeri, Violetta, da Fonseca, Vitor, Ghirardini, Vittorio, Vansevičius, Vladas, Yang, Weiqiang, Hellwing, Wojciech, Ren, Xin, Hu, Yu-Min, Zhai, Yuejia, Sultan, Abdul Malik, Nosirov, Abdurakhmon, Pataki, Adrienn, Santoni, Alessandro, Batool, Aliya, Chakraborty, Amlan, Wojnar, Aneta, Tursunov, Arman, De, Avik, Hazarika, Ayush, Li, Baojiu, Bose, Benjamin, Mishra, Bivudutta, Ahmedov, Bobomurat, Scóccola, Claudia, Tortora, Crescenzo, Kenworthy, D'Arcy, Holz, Daniel E., Mota, David F., Pereira, David S., Williams, Devon M., Brout, Dillon, Lee, Dong Ha, Guendelman, Eduardo, Olex, Edward, Silva, Emanuelly, Kahya, Emre Onur, Mueller, Eva-Maria, Andrade-Oliveira, Felipe, Hunde, Feven Markos, Joaquim, F. R., Pacaud, Florian, Cyr-Racine, Francis-Yan, Pozo Nuñez, F., Rácz, Gábor, Belinario, Gene Carlo, Lewis, Geraint F., Dálya, Gergely, Laverda, Giorgio, Risaliti, Guido, Franco-Abellán, Guillermo, Zammit, Hayden, Camilleri, Hayley, Courtois, Helene M., Moradpour, Hooman, de Oliveira Cardoso Pedreira, Igor, Lopes, Ilídio, Csabai, István, Rohlf, James W., Bogdanoska, Jana, de Cruz Pérez, Javier, Bachs-Esteban, Joan, Sultana, Joseph, Lesgourgues, Julien, Jiang, Jun-Qian, Castillo, Karem Peñaló, Jusufi, Kimet, Heisenberg, Lavinia, Pati, Laxmipriya, Koopmans, Lón V. E., Duchaniya, Lokesh kumar, Lombriser, Lucas, Pérez Garrote, María, Domínguez, Mariano, Samsonyan, Marine, Pace, Mark, Krššák, Martin, Pookkillath, Masroor C., Peronaci, Matteo, Piani, Matteo, Raftogianni, Matthildi, Vyas, Meet J., Michalopoulou, Melina, Gogberashvili, Merab, Klasen, Michael, Cicoli, Michele, Quartin, Miguel, Zumalacárregui, Miguel, Dimitrijević, Milan S., Dordevic, Milos, Karčiauskas, Mindaugas, Le Delliou, Morgan, Grimm, Nastassia, Kozameh, Nicolás Augusto, Voicu, Nicoleta, Pop, Nicolina, Chatzifotis, Nikos, Yunusov, Odil, Piattella, Oliver Fabio, da Silveira Ferreira, Pedro, Raffai, Péter, Schupp, Peter, Ruiz-Lapuente, Pilar, Sahoo, Pradyumn Kumar, Maluf, Roberto V., Durrer, Ruth, Kadam, S. A., Matarrese, Sabino, Brieden, Samuel, González-Gaitán, Santiago, Lohakare, Santosh V., Watson, Scott, Wang, Shao-Jiang, Marques Nunes, Simão, Chakrabarti, Soumya, Das, Subinoy, Mukherjee, Suvodip, Jurić, Tajron, Baker, Tessa, Nakas, Theodoros, Barreiro, Tiago, Mukhopadhyay, Upala, Vujčić, Veljko, Sagun, Violetta, Srećković, Vladimir A., Zhang, Wangzheng, Toda, Yo, Piao, Yun-Song, Davari, Zahra",The CosmoVerse White Paper: Addressing observational tensions in cosmology with systematics and fundamental physics,Physics of the Dark Universe,2025PDU....4901965D,2025,"Cosmology and Nongalactic Astrophysics, General Relativity and Quantum Cosmology, High Energy Physics - Phenomenology","The standard model of cosmology has provided a good phenomenological description of a wide range of observations both at astrophysical and cosmological scales for several decades. This concordance model is constructed by a universal cosmological constant and supported by a matter sector described by the standard model of particle physics and a cold dark matter contribution, as well as very early-time inflationary physics, and underpinned by gravitation through general relativity. There have always been open questions about the soundness of the foundations of the standard model. However, recent years have shown that there may also be questions from the observational sector with the emergence of differences between certain cosmological probes. In this White Paper, we identify the key objectives that need to be addressed over the coming decade together with the core science projects that aim to meet these challenges. These discordances primarily rest on the divergence in the measurement of core cosmological parameters with varying levels of statistical confidence. These possible statistical tensions may be partially accounted for by systematics in various measurements or cosmological probes but there is also a growing indication of potential new physics beyond the standard model. After reviewing the principal probes used in the measurement of cosmological parameters, as well as potential systematics, we discuss the most promising array of potential new physics that may be observable in upcoming surveys. We also discuss the growing set of novel data analysis approaches that go beyond traditional methods to test physical models. These new methods will become increasingly important in the coming years as the volume of survey data continues to increase, and as the degeneracy between predictions of different physical models grows. There are several perspectives on the divergences between the values of cosmological parameters, such as the model-independent probes in the late Universe and model-dependent measurements in the early Universe, which we cover at length. The White Paper closes with a number of recommendations for the community to focus on for the upcoming decade of observational cosmology, statistical data analysis, and fundamental physics developments.",cosmology
"Schaye, Joop, Kugel, Roi, Schaller, Matthieu, Helly, John C., Braspenning, Joey, Elbers, Willem, McCarthy, Ian G., van Daalen, Marcel P., Vandenbroucke, Bert, Frenk, Carlos S., Kwan, Juliana, Salcido, Jaime, Bahé, Yannick M., Borrow, Josh, Chaikin, Evgenii, Hahn, Oliver, Huško, Filip, Jenkins, Adrian, Lacey, Cedric G., Nobels, Folkert S. J.",The FLAMINGO project: cosmological hydrodynamical simulations for large-scale structure and galaxy cluster surveys,Monthly Notices of the Royal Astronomical Society,2023MNRAS.526.4978S,2023,"methods: numerical, galaxies: clusters: general, galaxies: formation, cosmology: theory, large-scale structure of Universe, Astrophysics - Cosmology and Nongalactic Astrophysics, Astrophysics - Astrophysics of Galaxies","We introduce the Virgo Consortium's FLAMINGO suite of hydrodynamical simulations for cosmology and galaxy cluster physics. To ensure the simulations are sufficiently realistic for studies of large-scale structure, the subgrid prescriptions for stellar and AGN feedback are calibrated to the observed low-redshift galaxy stellar mass function and cluster gas fractions. The calibration is performed using machine learning, separately for each of FLAMINGO's three resolutions. This approach enables specification of the model by the observables to which they are calibrated. The calibration accounts for a number of potential observational biases and for random errors in the observed stellar masses. The two most demanding simulations have box sizes of 1.0 and 2.8 Gpc on a side and baryonic particle masses of 1 × 10<SUP>8</SUP> and $1\times 10^9\, \text{M}_\odot$, respectively. For the latter resolution, the suite includes 12 model variations in a 1 Gpc box. There are 8 variations at fixed cosmology, including shifts in the stellar mass function and/or the cluster gas fractions to which we calibrate, and two alternative implementations of AGN feedback (thermal or jets). The remaining 4 variations use the unmodified calibration data but different cosmologies, including different neutrino masses. The 2.8 Gpc simulation follows 3 × 10<SUP>11</SUP> particles, making it the largest ever hydrodynamical simulation run to z = 0. Light-cone output is produced on-the-fly for up to 8 different observers. We investigate numerical convergence, show that the simulations reproduce the calibration data, and compare with a number of galaxy, cluster, and large-scale structure observations, finding very good agreement with the data for converged predictions. Finally, by comparing hydrodynamical and 'dark-matter-only' simulations, we confirm that baryonic effects can suppress the halo mass function and the matter power spectrum by up to ≈20 per cent.",cosmology
"Kale, Ruta, Muzahid, Sowgat, Khaire, Vikram, Roy, Namrata, Das, Sanskriti, Chand, Hum, Chatterjee, Suchetana, Datta, Abhirup, Das, Mousumi, Hota, Ananda, Jog, Chanda J., Kartha, Sreeja, Lal, Dharam Vir, Mondal, Chayan, Nath, Biman, Choudhury, Prakriti Pal, Paul, Surajit, Sachdeva, Sonali, Sharma, Prateek, Singh, Priyanka, Singh, Veeresh, Subramanian, Smitha, Sur, Sharanya","Galaxies, clusters, and intergalactic medium: A vision document for the Indian Astronomical Community",Journal of Astrophysics and Astronomy,2025JApA...46...32K,2025,"Galaxies, clusters of galaxies, intergalactic medium, Physical Sciences, Astronomical and Space Sciences, Atomic, Molecular, Nuclear, Particle and Plasma Physics","Galaxies, clusters, and the intergalactic medium (IGM) are the essential and interconnected components of the cosmic ecosystem. Galaxies, with their diverse morphologies and stellar populations, are the building blocks of cosmic structure, harboring stars, gas, dust, cosmic rays, magnetic fields, and dark matter. Galaxy clusters, immense gravitational unions of galaxies, offer profound insights into galaxy formation, cosmology, and the nature of dark matter. Bridging these cosmic islands is the IGM, a vast expanse of primordial gas enriched with traces of heavy elements. It harbors the majority of cosmic baryons distributed within an intricate network of filaments and voids. Together, galaxies, clusters, and the IGM offer a holistic view of the cosmic architecture, each playing a unique role in shaping the universe's grand design. Indian scientists have made substantial contributions to research on galaxies, clusters, and the IGM, both theoretical and observational. To pursue and advance such contributions at par with the international level, the astronomical community emphasizes the urgent requirement for access to cutting-edge ground-based and space-based observatories and computing facilities. Access to state-of-the-art observational and computing facilities will sustain ongoing endeavors and enable Indian scientists to remain at the forefront of advancements in these fields, fostering continued relevance and innovation in astronomy research.",cosmology
